,uuid,company,description,categories,location,country,continent,num_of_employees,website,Founded,Funding Rounds,Total Funding in USD,Funding Range,Funding Stage,Number Founders
453,ce7f8219-b03f-f3c7-1d75-88052ed4be96,Sleek,Sleek makes the lives of entrepreneurs and investors easier,"Accounting,Legal,Service Industry","Singapore,Central Region,Singapore,Asia",Singapore,Asia,51-100,http://www.sleek.com,2017-05-01,2,9000000.0,5-15m,,2.0
454,54c17d03-18e7-4498-86a4-2e1551582b6e,Hermeus,Hermeus is developing Mach 5 aircraft to speed up the global transportation network.,"Aerospace,Air Transportation,Infrastructure,Travel","Atlanta,Georgia,United States,North America",United States,North America,11-50,http://www.hermeus.com,2018-11-01,2,16000000.0,15-25m,early_stage_venture,4.0
455,845aae79-6eec-c74b-dfe6-6100f353c8d2,Blockstack,Blockstack is a decentralized computing network where users are in control of their data and logins.,"Developer Platform,Internet,Open Source","New York,New York,United States,North America",United States,North America,11-50,https://blockstack.org,2013-01-01,13,93780000.0,85-100m,,2.0
456,eeca2975-49dc-40c4-a056-6865cc5dd745,Northspyre,Northspyre is a cloud based intelligence platform.,"Project Management,Software","Brooklyn,New York,United States,North America",United States,North America,11-50,https://www.northspyre.com/,2017-01-01,1,7500000.0,5-15m,early_stage_venture,1.0
457,6f0a9740-50a7-6b76-f057-3e5b87174ff8,Molekule,Molekule is a San Francisco-based science and clean air company that has developed a fundamentally new approach to cleaning air.,"Health Care,Product Design,Wellness","San Francisco,California,United States,North America",United States,North America,51-100,http://molekule.com/,2014-01-01,5,96350000.0,85-100m,late_stage_venture,3.0
458,9caa6135-6881-6ad6-9e0f-f112e87dd455,IonQ,IonQ is a developer of quantum computing for commercial applications.,"Business Development,Information Services,Information Technology,Quantum Computing","College Park,Maryland,United States,North America",United States,North America,11-50,https://ionq.co,2016-06-01,3,82000000.0,75-85m,early_stage_venture,2.0
459,ed22b39b-46dc-b3c9-26b3-38420e0961bf,Houseparty,Houseparty is a face-to-face social network that brings empathy to online communication.,"Internet,Mobile,Social Network,Video,Video Chat","San Francisco,California,United States,North America",United States,North America,11-50,http://houseparty.com,2011-01-01,5,70200000.0,65-75m,m_and_a,3.0
460,ceddf9d8-712e-f3a0-578a-1b685dcf3ae6,Serverless,Serverless provides development framework for building serverless architectures.,"Computer,Consumer Applications,Online Portals,Open Source,SaaS,Software","San Francisco,California,United States,North America",United States,North America,11-50,https://serverless.com/,2015-01-01,2,13000000.0,5-15m,early_stage_venture,1.0
461,55f3eb37-e8de-27f6-4b57-75c158c6d255,iCIMS,"iCIMS is the talent cloud company that empowers organizations to attract, engage, hire, and advance the right talent.","Cloud Data Services,CRM,Human Resources,Information and Communications Technology (ICT),Messaging,Recruiting,Software","Holmdel,New Jersey,United States,North America",United States,North America,501-1000,https://www.icims.com,1999-01-01,4,92583584.0,85-100m,private_equity,1.0
462,eeec1a17-c367-a1b7-bc4a-58e9ca278411,FreightWaves,FreightWaves is a data and content forum that provides market participants with near-time analytics.,"Analytics,Freight Service,Logistics,Predictive Analytics,Railroad,SaaS,Transportation","Chattanooga,Tennessee,United States,North America",United States,North America,101-250,https://www.freightwaves.com,2016-01-01,7,76400000.0,75-85m,private_equity,1.0
463,3fc9329c-1dc3-fa6b-ff04-9d73d1a59018,Narvar,"Narvar is a customer experience platform that helps retailers inspire long-term customer loyalty, at all steps of the post-purchase journey.","E-Commerce,Retail,SaaS,Shipping,Supply Chain Management","San Francisco,California,United States,North America",United States,North America,101-250,http://www.narvar.com,2012-01-01,4,64000000.0,55-65m,late_stage_venture,1.0
464,0461544d-80e9-4f3a-a775-caf7e5e816be,Rasa,Rasa leverages natural language processing research machine learning and flexible infrastructure to developers for conversational AI.,"Artificial Intelligence,Machine Learning,Software,Virtual Assistant","San Francisco,California,United States,North America",United States,North America,11-50,https://rasa.com,2016-01-01,4,40100000.0,35-45m,early_stage_venture,2.0
465,63a7efa2-dcf5-2429-258b-eaa3db1c16d0,Booksy,"Booksy is a beauty marketplace for finding, scheduling, and managing appointments, anchored by a SaaS App for business management.","Apps,Beauty,E-Commerce,Marketplace,Mobile,SaaS","San Francisco,California,United States,North America",United States,North America,51-100,http://booksy.com,2013-03-04,7,92219242.0,85-100m,,2.0
466,35b99333-ca4f-ac5c-b5f1-fdc9343b3c68,BASE,BASE is an e-commerce platform developer based in Japan.,"Developer Platform,E-Commerce,Online Portals","Tokyo,Tokyo,Japan,Asia",Japan,Asia,101-250,https://binc.jp/,2012-12-11,6,36600980.0,35-45m,ipo,2.0
467,b6e5a7f5-738e-4042-aced-7f4b254d539e,JSonar,JSonar is a database security startup that helps to protect comprehensive database security and compliance platform.,"Compliance,Information Technology,Internet,Network Security,SaaS,Software","Waltham,Massachusetts,United States,North America",United States,North America,51-100,https://www.jsonar.com/,2013-01-01,2,50000000.0,45-55m,m_and_a,2.0
468,77bbc58b-5dec-df6c-9f99-7fdfc638e736,Fiix Software,"Fiix creates modern maintenance software that’s easy to use, flexible, and affordable.","Information Services,Information Technology,Software","Toronto,Ontario,Canada,North America",Canada,North America,101-250,https://www.fiixsoftware.com/,2008-06-04,6,56933604.0,55-65m,m_and_a,4.0
469,5db3c8b1-3e89-025a-752e-1858fc2179cc,Rupeek,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.","Financial Services,Internet,Lending","Bangalore,Karnataka,India,Asia",India,Asia,1001-5000,https://rupeek.com/,2015-01-01,4,98830000.0,85-100m,late_stage_venture,3.0
470,5ec415f6-be84-80ed-446f-2fdfe28bccde,Electric,"Electric is an information technology company that helps businesses manage their IT security, support, and devices.","Information Technology,Network Security,Small and Medium Businesses,Technical Support","New York,New York,United States,North America",United States,North America,251-500,https://www.electric.ai,2016-09-01,5,51750000.0,45-55m,early_stage_venture,1.0
471,277f4e92-a70a-9550-57e0-6677aeb1f117,NuoDB,NuoDB is a provider of distributed SQL database for cloud applications.,"Cloud Data Services,Database,Enterprise Software,Software","Cambridge,Massachusetts,United States,North America",United States,North America,51-100,https://www.nuodb.com,2010-01-01,8,85229475.0,85-100m,m_and_a,2.0
472,9c2d70fa-21c8-49b0-b3bb-74a3ea718a8d,Skyflow,A privacy API for all your sensitive data. Built on a customer data vault.,"Analytics,Software","Mountain View,California,United States,North America",United States,North America,11-50,https://www.skyflow.com,2019-03-15,2,25000000.0,15-25m,early_stage_venture,2.0
473,ba3455f8-f519-3824-e407-69fbac7cd590,CIT Group,"CIT Group is a financial holding company that provides financing, leasing, and advisory services to its clients.","Asset Management,Financial Services,Leasing","Livingston,New Jersey,United States,North America",United States,North America,1001-5000,http://www.cit.com,1908-01-01,2,,,m_and_a,1.0
474,3e29cb79-3ef5-41a6-8acf-5a9a73747ace,Fanatiz,Fanatiz is a streaming platform with sports channels for Live and VOD events.,"Media and Entertainment,Sports,Video Streaming","Miami,Florida,United States,North America",United States,North America,11-50,https://www.fanatiz.com/,2017-01-01,2,17022158.0,15-25m,early_stage_venture,1.0
475,cf56a25b-0767-2546-51ff-a46c1165be05,PandaDoc,"PandaDoc enables users to create, deliver, and manage their teams’ quotes, proposals, contracts, and other sales collateral.","Contact Management,Document Management,SaaS,Sales Automation,Software","San Francisco,California,United States,North America",United States,North America,251-500,https://www.pandadoc.com/,2011-01-01,5,51055000.0,45-55m,early_stage_venture,2.0
476,0b21fa45-967f-667c-a359-66fc23ccd596,Point,"Point provides shared home equity financing, shared equity, HELOC alternative to existing homeowners and new homebuyers.","Financial Services,Payments,Property Management,Real Estate,Real Estate Investment","Palo Alto,California,United States,North America",United States,North America,11-50,https://point.com/,2014-01-01,4,30400000.0,25-35m,early_stage_venture,2.0
477,2e2a8fa5-628b-7849-f2f4-c6f4458d9a38,Dosh,"Dosh is a free cash back app that finds users money for shopping, dining out, and pumping gas at thousands of merchants & brands nationwide.","Apps,FinTech,Internet","Austin,Texas,United States,North America",United States,North America,101-250,https://www.dosh.cash/,2016-04-15,9,77000000.0,75-85m,early_stage_venture,1.0
478,63695727-782a-c917-10aa-69d579a0c723,Jamf,Jamf creates IT software that manages Apple devices and helps organizations succeed.,"iOS,macOS,Mobile Devices,Software","Minneapolis,Minnesota,United States,North America",United States,North America,501-1000,http://jamf.com,2002-01-01,2,32232880.0,25-35m,m_and_a,1.0
479,61348eb7-ca47-754f-642d-824ac5b72ece,TELUS,"Second largest Canadian telecommunications company. Provides wireless phone service, high speed Internet, IPTV, home phone, long distance,","Internet,Mobile,Wireless","Vancouver,British Columbia,Canada,North America",Canada,North America,10001+,http://www.telus.com,1990-01-01,2,,,ipo,1.0
480,26b80e0d-299e-4904-8e93-28288136f766,Jitterbit,Jitterbit is an API transformation company helping businesses to exploit data from any source.,"Artificial Intelligence,Cloud Infrastructure,Data Integration,SaaS,Software","Alameda,California,United States,North America",United States,North America,251-500,http://www.jitterbit.com,2004-01-01,6,45000000.0,35-45m,private_equity,1.0
481,dd2ca2c0-6da7-47d3-a30f-55c6ac47df1e,Rockset,Rockset is a computer software company that offers a cloud data infrastructure.,"Analytics,Information Services,Information Technology,Software","San Mateo,California,United States,North America",United States,North America,11-50,https://rockset.com/,2016-01-01,3,61500000.0,55-65m,early_stage_venture,2.0
482,0ff4481b-e26a-4eff-b925-7970b059f6ab,Linktree,Linktree is a company that provides a platform that makes users' online content more discoverable & easy to manage.,"E-Commerce Platforms,Internet,Social Media,Software","Melbourne,Victoria,Australia,Oceania",Australia,Oceania,11-50,https://linktr.ee,2016-01-01,1,10700000.0,5-15m,early_stage_venture,3.0
483,9417fb9b-7d04-4402-a99b-8e1e89105b94,Pitch,Pitch offers a next generation of content collaboration and presentation software.,"Collaboration,Internet,Presentation Software,SaaS,Software","Berlin,Berlin,Germany,Europe",Germany,Europe,11-50,https://pitch.com,2018-01-05,3,52700711.0,45-55m,early_stage_venture,8.0
484,8946f8c7-7550-9cc6-d492-2e463d024888,Scripbox,Scripbox owns and operates an online investing platform that distributes mutual funds in India.,"Angel Investment,Finance,Financial Services,FinTech,Wealth Management","Bangalore,Karnataka,India,Asia",India,Asia,101-250,https://scripbox.com/,2012-01-01,3,23500000.0,15-25m,late_stage_venture,3.0
485,aa58e918-2a4d-4d7b-baba-bf5520559937,Planet42,Planet42 is democratising mobility by enabling people ignored by banks to get access to a personal vehicle through car subscription service.,"Financial Services,FinTech","Gauteng,NA - South Africa,South Africa,Africa",South Africa,Africa,11-50,https://planet42.com/,2017-01-01,7,3063229.0,<5m,seed,2.0
486,6bc21b9c-b705-a761-9155-08c83ffba9a8,Otter.ai,"Otter.ai created the Otter Voice Meeting Notes AI app to capture, search and share meetings, lectures and live events.","Artificial Intelligence,Enterprise Software,Information Technology,Mobile","Los Altos,California,United States,North America",United States,North America,11-50,https://otter.ai,2016-02-01,3,13000000.0,5-15m,early_stage_venture,2.0
487,d77721cd-16c6-89c4-d553-85cf172ad23d,Eagle Eye Networks,Eagle Eye Networks is a cloud video surveillance company that is transitioning all aspects of traditional video surveillance to the cloud.,"Analytics,Cloud Computing,Cyber Security,Information Technology,SaaS,Security,Video","Austin,Texas,United States,North America",United States,North America,251-500,https://www.een.com/,2012-01-01,4,75000000.0,65-75m,late_stage_venture,1.0
488,1c67623a-815e-f2d7-2aa1-29b1204447c9,CleverTap,CleverTap is a customer lifecycle management and engagement platform that drives long-term retention and growth.,"Analytics,Brand Marketing,Data Mining,Marketing Automation,Mobile,Real Time,SaaS","Mountain View,California,United States,North America",United States,North America,251-500,https://clevertap.com/,2013-05-24,5,76600000.0,75-85m,late_stage_venture,3.0
489,925715a9-5eb3-6cb9-0135-caf4a6474326,OSOME,OSOME provides an accounting and corporate compliance app for small and medium enterprises.,"Accounting,Artificial Intelligence,Software","Singapore,Central Region,Singapore,Asia",Singapore,Asia,11-50,https://osome.com,2017-05-05,3,8500000.0,5-15m,seed,1.0
490,b3548e4c-44d2-2d06-8a7b-eadf4c9b2f7e,Netlify,"Netlify is a unified platform that automates code to create high-performant, easily-maintainable sites, and web-apps.","Content Delivery Network,Web Development,Web Hosting","San Francisco,California,United States,North America",United States,North America,101-250,http://www.netlify.com,2014-02-07,4,97100000.0,85-100m,late_stage_venture,2.0
491,3b3ce0e7-271a-b55d-e801-9dbfd5c31335,JoyRun,JoyRun is a community based delivery company.,"Delivery,Mobile Apps,Restaurants","Santa Clara,California,United States,North America",United States,North America,11-50,http://www.joyrun.com/,2014-01-01,3,9800000.0,5-15m,m_and_a,2.0
492,3e8a6547-d5fe-4f59-82dd-6065b074025a,Voca.ai,Delivering Happier Customers at Scale with Voice AI Agents,"Analytics,Artificial Intelligence,Machine Learning,SaaS,Software","Herzliya,Tel Aviv,Israel,Asia",Israel,Asia,11-50,https://voca.ai/,2017-06-01,2,2600000.0,<5m,m_and_a,2.0
493,7e4865f2-4812-3f44-c34d-9763ccae604a,Pleo,"Pleo offers smart payment cards for employees for them to buy things they need for work, while keeping the companies in control of spending.","Business Travel,FinTech,Information Technology,Mobile Payments,Payments","Copenhagen,Hovedstaden,Denmark,Europe",Denmark,Europe,101-250,https://www.pleo.io/,2015-03-01,5,78809635.0,75-85m,early_stage_venture,2.0
494,15949ad6-5527-11d2-9f6d-b43fd3bee1cb,Coviu,Coviu is a telehealth startup that helps doctors and health practitioners deliver easy video calling experiences to their patients.,"Health Care,Medical,Software","South Brisbane,Queensland,Australia,Oceania",Australia,Oceania,11-50,https://www.coviu.com,2015-12-21,3,6772046.0,5-15m,,2.0
495,66a6ff41-860a-5c9e-ec7d-535814e89cec,Stackline,Stackline is a leading provider of retail technology and services.,"Analytics,E-Commerce,Retail Technology,Software","Seattle,Washington,United States,North America",United States,North America,11-50,https://www.stackline.com/,2014-01-01,1,50000000.0,45-55m,early_stage_venture,1.0
496,68648511-2691-37e6-c828-8a400a2bb99f,Hipcamp,Hipcamp unlocks access to private land for camping and outdoor recreation.,"Content,Content Discovery,Marketplace,Outdoors","San Francisco,California,United States,North America",United States,North America,11-50,http://www.hipcamp.com,2013-01-01,6,40500000.0,35-45m,early_stage_venture,2.0
497,40fc7a00-6159-6cbf-c213-7b8a53731f0b,Simple Health,Simple health gives women access to birth control and other women's health products with easy telemedicine tools and at home delivery.,"Health Care,Medical,Personal Health","New York,New York,United States,North America",United States,North America,101-250,https://www.simplehealth.com,2015-10-29,6,26000000.0,25-35m,early_stage_venture,2.0
498,92cf5ed2-333a-0bc4-aa87-7f3b3faaa594,Sense,Sense specializes in developing and distributing tracking devices and home automation solutions for its customers.,"Consumer Electronics,GreenTech,Hardware,Internet of Things,Smart Home,Software,Speech Recognition","Cambridge,Massachusetts,United States,North America",United States,North America,251-500,https://sense.com/,2013-01-01,4,46999998.0,45-55m,early_stage_venture,3.0
499,f99c7dd8-fdc3-801d-be97-99f42eebc29b,SuperPhone,"SuperPhone is an intelligent mobile messaging platform that helps enterprise retail brands acquire, and engage with mobile customers.","CRM,Messaging,Social CRM,Software","New York,New York,United States,North America",United States,North America,11-50,http://www.superphone.io,2014-02-24,8,9825000.0,5-15m,,2.0
500,abeb6cd9-402e-4639-b645-ee10b4147a79,Material Exchange,"The Material Exchange allows designers, materials teams, product developers and material vendors to search, source and collaborate.",Supply Chain Management,"Stockholm,Stockholms Lan,Sweden,Europe",Sweden,Europe,11-50,http://www.material-exchange.com,2017-01-01,4,8155450.0,5-15m,,
501,9f8d005f-fd38-f200-b00c-da055b0cb889,Philo,Philo offers an entertainment-focused streaming service nationwide.,"Digital Media,Information Technology,TV","San Francisco,California,United States,North America",United States,North America,101-250,http://philo.com,2010-01-01,7,80669990.0,75-85m,late_stage_venture,2.0
502,e1ef2c36-8b55-5a25-8d62-e0e54aab16ed,Productboard,"Productboard is the product management system that helps organizations get the right products to market, faster.","Analytics,Internet,Product Design,Product Management,Product Research,Project Management","San Francisco,California,United States,North America",United States,North America,101-250,http://www.productboard.com,2014-04-04,5,64300000.0,55-65m,early_stage_venture,2.0
503,9daec0c2-2f99-172e-6c27-2c89ce4f68e1,Mphasis,Mphasis is an IT services company that applies next-generation technology to help enterprises transform businesses globally. ,"Information Technology,Outsourcing","Bangalore,Karnataka,India,Asia",India,Asia,10001+,https://www.mphasis.com/,1998-01-01,1,68922963.0,65-75m,m_and_a,1.0
504,626e5d3c-46bd-b265-c168-183c2a33094b,MyFitnessPal,"MyFitnessPal is a health smartphone app that tracks nutrition, exercise, and diet.","Apps,Fitness,Health Care,Nutrition,Personal Health,Wellness","San Francisco,California,United States,North America",United States,North America,11-50,https://www.myfitnesspal.com/,2005-01-01,1,18000000.0,15-25m,m_and_a,2.0
505,75c39282-9a88-7ca6-a93f-757ee1ff2ec4,Furlenco,Furlenco is a Bangalore-based company that offers home furniture subscription program.,"Consumer,Furniture,Home Decor,Home Improvement,Rental","Bangalore,Karnataka,India,Asia",India,Asia,51-100,http://www.furlenco.com,2012-01-01,15,40156512.0,35-45m,,1.0
506,3226c922-af7b-4687-b0c8-65026a268873,TradeLanes,"TradeLanes is a technology company that automates supply chain for traders, shippers, and merchants.","Industrial Automation,Logistics,SaaS,Supply Chain Management","Oakland,California,United States,North America",United States,North America,11-50,https://www.tradelanes.co/,2015-01-01,4,5700000.0,5-15m,seed,1.0
507,4490c06f-77ea-91e3-80cf-c3506ca9e904,Uncharted Power,Our mission is to democratize energy access,"Clean Energy,Energy,Infrastructure,Sustainability","New York,New York,United States,North America",United States,North America,11-50,https://www.u-pwr.co/,2011-05-01,1,7000000.0,5-15m,early_stage_venture,1.0
508,5d0510dd-4e41-b96b-7479-897126c603f2,what3words,what3words is the simplest way to talk about location.,"Geospatial,Location Based Services,Mobile,Software","London,England,United Kingdom,Europe",United Kingdom,Europe,101-250,https://what3words.com/,2013-07-01,13,23262064.0,15-25m,,3.0
509,a038fe79-16dd-4c0e-aeba-f03296cd12ce,Navenio,Navenio is a software company that provides location positioning services for indoor environments through its mobile app.,"Information Technology,Location Based Services,Mobile Apps,Software","Oxford,Oxfordshire,United Kingdom,Europe",United Kingdom,Europe,51-100,https://www.navenio.com/,2015-01-01,5,12112528.0,5-15m,early_stage_venture,2.0
510,aa36050d-c886-e132-2794-40360fa75fac,Quizlet,Quizlet is a learning platform that uses activities and games to help students practice and master what they’re learning.,"EdTech,Education,Internet,Knowledge Management","San Francisco,California,United States,North America",United States,North America,101-250,https://quizlet.com,2005-10-01,3,62000000.0,55-65m,late_stage_venture,1.0
511,57b0e28f-856e-7ce8-5c18-04cc1549fb50,Lob,Lob provides direct mail and address verification APIs that allow businesses to programmatically send personalized mails to their customers.,"Developer APIs,Developer Tools,Internet,Marketing,Printing,Real Time,SaaS,Shipping,Software,Web Development","San Francisco,California,United States,North America",United States,North America,101-250,https://lob.com,2013-01-01,5,29400000.0,25-35m,early_stage_venture,2.0
512,f6edb666-3dd6-fc23-5c1a-8bdb9c2a1a37,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals is a biotechnology company that invents life-transforming medicines for people with serious diseases.,"Biopharma,Biotechnology,Pharmaceutical","Tarrytown,New York,United States,North America",United States,North America,5001-10000,http://www.regeneron.com/,1988-01-01,1,8900000.0,5-15m,ipo,3.0
513,02480f76-25bf-4fd2-92f4-ec63dc1e3e1e,Shop Ware,Shop-Ware is a shop management software for auto repair shops.,"Automotive,Car Sharing,Consumer Software,Fleet Management,Local,Software","San Francisco,California,United States,North America",United States,North America,11-50,https://www.shop-ware.com/,2013-01-01,2,15000000.0,5-15m,early_stage_venture,1.0
514,4fe7887e-8693-4776-90ee-339e455e3d3b,AllRight.com,AllRight.com is an online english school for kids and children on educational and exciting programs.,"E-Learning,Education,Internet,Language Learning","San Francisco,California,United States,North America",United States,North America,11-50,https://allright.com,2017-04-01,4,5550000.0,5-15m,early_stage_venture,1.0
515,d179fa4c-fc21-b14f-b2fb-d37b1168b3da,Fireflies.ai,"SaaS tool for automated notes from online meetings. Automatically record, transcribe and collaborate across your meetings","Enterprise Software,Meeting Software,Messaging,SaaS,Software","San Francisco,California,United States,North America",United States,North America,1-10,http://fireflies.ai/?ref=crunchbase,2016-07-01,2,5000000.0,<5m,seed,2.0
516,f2d70e55-0617-9d5e-6e21-5adfeefe3aa4,Trell,Trell is a lifestyle video app where users share 3-minute videos showing their interests in order to connect with other like-minded users.,"Lifestyle,Social Network,Social Shopping,Video","Bangalore City,Karnataka,India,Asia",India,Asia,101-250,https://trell.co,2016-01-01,7,16968317.0,15-25m,early_stage_venture,4.0
517,5ad3404d-a6d9-d3fb-9f53-478e43a8f0f4,DrChrono,"DrChrono offers a complete Telehealth Platform including iOS First EHR (Health Records), medical billing, & an open healtcare API","Electronic Health Record (EHR),Health Care,Medical,mHealth","Sunnyvale,California,United States,North America",United States,North America,101-250,https://www.drchrono.com,2009-01-01,10,16125000.0,15-25m,early_stage_venture,2.0
518,a36c13c3-0b7b-4173-b11f-a5237a3858dc,Gorillas,Groceries at retail prices. Delivered in only 10 minutes.,"Delivery,E-Commerce,Grocery","Straßen,Rheinland-Pfalz,Germany,Europe",Germany,Europe,,https://gorillas.io/,2020-01-01,2,45415309.0,45-55m,early_stage_venture,
519,73f17667-09ed-8379-eca8-da441b1308f5,TenantCloud,Rental Accounting and Management Made Easy,"Accounting,Building Maintenance,Financial Services,Lending,Mobile,Mobile Payments,Property Management,Real Estate,Real Estate Investment,Task Management","Austin,Texas,United States,North America",United States,North America,11-50,https://www.tenantcloud.com/,2014-11-01,6,6304011.0,5-15m,,2.0
520,f2d525ad-0878-46c5-8e62-70dbb199aeb9,Alchemy,Alchemy provides the leading blockchain development platform powering millions of users in 197 countries worldwide.,"Artificial Intelligence,Blockchain,Developer APIs,Developer Platform,Developer Tools,Infrastructure,Software","San Francisco,California,United States,North America",United States,North America,11-50,https://alchemyapi.io/,2017-08-01,3,33903667.0,25-35m,early_stage_venture,2.0
521,b87dd21c-6fbd-9c7d-43ee-3ce97387825e,128 Technology,128 Technology provides software-based routing solutions that enable enterprises and service providers to build networks.,"Information Technology,Internet,Network Security,Software","Burlington,Massachusetts,United States,North America",United States,North America,51-100,https://www.128technology.com/,2014-07-07,6,96704295.0,85-100m,m_and_a,4.0
522,e9a9f51f-397b-4d12-b617-af2a030cd057,Anyscale,Anyscale provides an application development platform for developers to build distributed applications.,"Developer Platform,Information Technology,Internet,Open Source,Software","Berkeley,California,United States,North America",United States,North America,11-50,https://anyscale.com,2019-01-01,2,60600000.0,55-65m,early_stage_venture,4.0
523,3ce17724-b7d8-4e44-8754-247a5789fd27,Paceline,Paceline is a health and wellness platform that rewards physical activity with financial benefits.,"Financial Services,FinTech,Fitness","San Francisco,California,United States,North America",United States,North America,11-50,https://paceline.fit/,2019-01-01,1,5000000.0,<5m,seed,1.0
524,20a6a52f-89ee-491e-a07a-476b3dea12a9,MitronTV,MitronTV is a social network platform aimed at sharing short-form videos.,"Social Network,Video","Bangalore,Karnataka,India,Asia",India,Asia,1-10,https://www.mitron.tv/,2019-01-01,5,5265058.0,5-15m,seed,2.0
525,edbf0e27-2ef3-69d8-df1b-8f2e9cd06214,HealthMatch,HealthMatch connects patients with revolutionary drugs and cures.,"Health Care,Machine Learning,Medical,Pharmaceutical","Sydney,New South Wales,Australia,Oceania",Australia,Oceania,1-10,https://healthmatch.io,2017-01-01,4,20636741.0,15-25m,early_stage_venture,1.0
526,9c22584b-ccd1-459b-8b3b-a2f3ddb75cc0,Oxygen,Oxygen is a neo (challenger) bank. The first and only challenger in the US that offers both personal and business banking.,"Banking,Financial Services,FinTech,Lending","San Francisco,California,United States,North America",United States,North America,11-50,https://www.oxygen.us,2018-05-01,2,11000000.0,5-15m,early_stage_venture,1.0
527,c1dc5262-4c95-4b1d-a088-4686a153f5b1,battleface,battleface is a rapidly growing tech-enabled insurance startup.,"Adventure Travel,Insurance,InsurTech,Travel","Reston,Virginia,United States,North America",United States,North America,11-50,https://www.battleface.com,2017-01-01,2,12000000.0,5-15m,early_stage_venture,
528,7cc74f18-f269-9e7b-769b-fac20f8c2a65,Pigeonly,"Pigeonly focuses on markets that are overlooked and underserved, particularly in minority communities.","Consumer Goods,Internet,VoIP","Las Vegas,Nevada,United States,North America",United States,North America,11-50,http://www.pigeonly.com,2012-01-01,7,4104999.0,<5m,,3.0
529,4002345b-067a-9590-2c5b-4d168f450602,News Break,"News Break, an AI-powered news aggregator that delivers the most relevant local news.","Apps,Artificial Intelligence,Journalism,Media and Entertainment,Mobile,News,Search Engine","Mountain View,California,United States,North America",United States,North America,101-250,http://www.newsbreak.com/about,2015-01-01,6,45600081.0,45-55m,private_equity,1.0
530,69d91137-499e-467f-ec47-c2e972e9e18a,Feedzai,"Feedzai is AI, with today’s most advanced risk management platform powered by artificial intelligence to make banking and commerce safe.","Analytics,Artificial Intelligence,Big Data,Financial Services,FinTech,Fraud Detection,Information Technology,Machine Learning,Risk Management","San Mateo,California,United States,North America",United States,North America,251-500,http://www.feedzai.com,2011-01-01,6,77465392.0,75-85m,late_stage_venture,3.0
531,defb4ea0-3790-5469-b27d-12b2832bd1ad,Recurly,"Subscription billing management SaaS platform powering 2,000+ brands including Sling TV, BarkBox, Asana, FabFitFun, Cinemark & Twitch","Billing,Enterprise Software,Financial Services,Information Technology,SaaS,Software","San Francisco,California,United States,North America",United States,North America,101-250,http://recurly.com,2009-09-01,4,39100000.0,35-45m,m_and_a,3.0
532,3adf8365-01a3-c703-a274-8bc22fbbf4b3,Code.org,Code.org is a non-profit foundation focusing on developing computer programming education in the U.S.,"Chemical Engineering,EdTech,Education,Non Profit,STEM Education","Seattle,Washington,United States,North America",United States,North America,51-100,http://code.org,2012-01-01,5,20000000.0,15-25m,late_stage_venture,1.0
533,48f61be9-8963-49ec-9978-98096e6f360f,Kandji,"Kandji is a next-generation Apple device management platform for macOS, iOS, iPadOS, and tvOS.","Information Technology,iOS,Mobile,Software","San Diego,California,United States,North America",United States,North America,11-50,https://kandji.io/,2018-01-01,3,28375000.0,25-35m,early_stage_venture,3.0
534,9ad89dac-1382-fb98-1804-941a7b12da61,Klevu,Klevu Oy is a self-learning search engine that helps online retailers turn visitors into customers.,"E-Commerce,Internet","Helsinki,Southern Finland,Finland,Europe",Finland,Europe,11-50,http://www.klevu.com/,2013-01-01,3,17855493.0,15-25m,,3.0
535,e37c6388-712c-2beb-e41f-905e02966dd4,FLIR Systems,"FLIR Systems designs, manufactures, and markets technology solutions that focus on thermal imaging and infrared camera systems.","Hardware,Manufacturing,Security,Software","Wilsonville,Oregon,United States,North America",United States,North America,1001-5000,http://www.flir.com,1978-01-01,1,,,ipo,1.0
536,31219b8f-7f93-6a6b-9f23-9c10d45f2004,Wunder Mobility,Wunder Mobility is a tech and service platform that enables companies and cities worldwide to launch and scale new mobility.,"Apps,B2B,Car Sharing,Electric Vehicle,Fleet Management,Ride Sharing,SaaS,Software","Hamburg,Hamburg,Germany,Europe",Germany,Europe,101-250,https://www.wundermobility.com/,2014-01-01,5,70000000.0,65-75m,early_stage_venture,2.0
537,437733b9-9cfa-4dca-a196-0948a00d3aa4,Northstar,"Northstar is a fintech company that enables employers to offer financial wellness, compensation, and benefits advice.","Employee Benefits,Financial Services,FinTech,Human Resources","San Francisco,California,United States,North America",United States,North America,11-50,https://www.northstarmoney.com,2016-01-01,3,10750000.0,5-15m,early_stage_venture,2.0
538,6f15a3cf-6de1-e49d-8bb2-05e8c94c8740,Heap,Heap is a platform that provides analytics infrastructure to reduce the annoying parts of user analytics.,"Analytics,Business Development,Business Intelligence,Enterprise Software,Internet,Productivity Tools,Software,Technical Support","San Francisco,California,United States,North America",United States,North America,101-250,https://heap.io/,2013-01-01,5,93120000.0,85-100m,late_stage_venture,2.0
